"MEASURE","Household Composition","NPRD","Number of Persons Usually Resident","STATE","State","REGIONTYPE","Region Type","REGION","LGA 2011","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","73600","Roper Gulf (S)","A","Annual","2011","2011",384,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","74050","Tiwi Islands (S)","A","Annual","2011","2011",143,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","74500","Victoria-Daly (S)","A","Annual","2011","2011",366,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","74560","Wagait (S)","A","Annual","2011","2011",0,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","74660","West Arnhem (S)","A","Annual","2011","2011",361,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","79399","Unincorporated NT","A","Annual","2011","2011",77,,
"1_2","Family households","6_8","Six or more","7","Northern Territory","LGA2011","Local Government Areas (2011)","79499","No Usual Address (NT)","A","Annual","2011","2011",0,,
"1_2","Family households","6_8","Six or more","8","Australian Capital Territory","LGA2011","Local Government Areas (2011)","89399","Unincorporated ACT","A","Annual","2011","2011",3148,,
"1_2","Family households","6_8","Six or more","8","Australian Capital Territory","LGA2011","Local Government Areas (2011)","89499","No Usual Address (ACT)","A","Annual","2011","2011",0,,
"1_2","Family households","6_8","Six or more","9","Other Territories","LGA2011","Local Government Areas (2011)","99399","Unincorp. Other Territories","A","Annual","2011","2011",48,,
"1_2","Family households","6_8","Six or more","9","Other Territories","LGA2011","Local Government Areas (2011)","99499","No Usual Address (OT)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10050","Albury (C)","A","Annual","2011","2011",6414,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10110","Armidale Dumaresq (A)","A","Annual","2011","2011",2901,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10150","Ashfield (A)","A","Annual","2011","2011",5200,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10200","Auburn (C)","A","Annual","2011","2011",4888,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10250","Ballina (A)","A","Annual","2011","2011",4817,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10300","Balranald (A)","A","Annual","2011","2011",237,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10350","Bankstown (C)","A","Annual","2011","2011",12618,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10470","Bathurst Regional (A)","A","Annual","2011","2011",4101,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10550","Bega Valley (A)","A","Annual","2011","2011",3798,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10600","Bellingen (A)","A","Annual","2011","2011",1548,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10650","Berrigan (A)","A","Annual","2011","2011",1082,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10750","Blacktown (C)","A","Annual","2011","2011",17184,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10800","Bland (A)","A","Annual","2011","2011",694,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10850","Blayney (A)","A","Annual","2011","2011",718,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10900","Blue Mountains (C)","A","Annual","2011","2011",7981,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","10950","Bogan (A)","A","Annual","2011","2011",336,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11000","Bombala (A)","A","Annual","2011","2011",356,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11050","Boorowa (A)","A","Annual","2011","2011",334,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11100","Botany Bay (C)","A","Annual","2011","2011",4143,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11150","Bourke (A)","A","Annual","2011","2011",308,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11200","Brewarrina (A)","A","Annual","2011","2011",189,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11250","Broken Hill (C)","A","Annual","2011","2011",2656,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11300","Burwood (A)","A","Annual","2011","2011",3076,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11350","Byron (A)","A","Annual","2011","2011",3926,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11400","Cabonne (A)","A","Annual","2011","2011",1180,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11450","Camden (A)","A","Annual","2011","2011",2912,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11500","Campbelltown (C)","A","Annual","2011","2011",9906,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11520","Canada Bay (A)","A","Annual","2011","2011",7940,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11550","Canterbury (C)","A","Annual","2011","2011",11294,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11600","Carrathool (A)","A","Annual","2011","2011",311,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11700","Central Darling (A)","A","Annual","2011","2011",285,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11720","Cessnock (C)","A","Annual","2011","2011",4813,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11730","Clarence Valley (A)","A","Annual","2011","2011",5848,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11750","Cobar (A)","A","Annual","2011","2011",561,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11800","Coffs Harbour (C)","A","Annual","2011","2011",7837,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","11860","Conargo (A)","A","Annual","2011","2011",125,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12000","Coolamon (A)","A","Annual","2011","2011",408,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12050","Cooma-Monaro (A)","A","Annual","2011","2011",1256,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12150","Coonamble (A)","A","Annual","2011","2011",492,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12200","Cootamundra (A)","A","Annual","2011","2011",939,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12300","Corowa Shire (A)","A","Annual","2011","2011",1375,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12350","Cowra (A)","A","Annual","2011","2011",1576,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12500","Deniliquin (A)","A","Annual","2011","2011",1043,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12600","Dubbo (C)","A","Annual","2011","2011",4043,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12700","Dungog (A)","A","Annual","2011","2011",793,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12750","Eurobodalla (A)","A","Annual","2011","2011",4490,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12850","Fairfield (C)","A","Annual","2011","2011",9876,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12900","Forbes (A)","A","Annual","2011","2011",1156,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","12950","Gilgandra (A)","A","Annual","2011","2011",483,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13010","Glen Innes Severn (A)","A","Annual","2011","2011",1160,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13050","Gloucester (A)","A","Annual","2011","2011",627,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13100","Gosford (C)","A","Annual","2011","2011",18410,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13310","Goulburn Mulwaree (A)","A","Annual","2011","2011",3297,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13320","Great Lakes (A)","A","Annual","2011","2011",4701,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13340","Greater Hume Shire (A)","A","Annual","2011","2011",992,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13380","Greater Taree (C)","A","Annual","2011","2011",5494,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13450","Griffith (C)","A","Annual","2011","2011",2264,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13500","Gundagai (A)","A","Annual","2011","2011",409,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13550","Gunnedah (A)","A","Annual","2011","2011",1351,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13650","Guyra (A)","A","Annual","2011","2011",471,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13660","Gwydir (A)","A","Annual","2011","2011",643,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13700","Harden (A)","A","Annual","2011","2011",461,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13800","Hawkesbury (C)","A","Annual","2011","2011",4758,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13850","Hay (A)","A","Annual","2011","2011",387,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","13950","Holroyd (C)","A","Annual","2011","2011",7790,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14000","Hornsby (A)","A","Annual","2011","2011",10474,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14100","Hunters Hill (A)","A","Annual","2011","2011",1261,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14150","Hurstville (C)","A","Annual","2011","2011",6850,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14200","Inverell (A)","A","Annual","2011","2011",1809,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14250","Jerilderie (A)","A","Annual","2011","2011",161,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14300","Junee (A)","A","Annual","2011","2011",542,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14350","Kempsey (A)","A","Annual","2011","2011",3274,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14400","Kiama (A)","A","Annual","2011","2011",1763,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14450","Kogarah (C)","A","Annual","2011","2011",4611,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14500","Ku-ring-gai (A)","A","Annual","2011","2011",6305,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14550","Kyogle (A)","A","Annual","2011","2011",1149,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14600","Lachlan (A)","A","Annual","2011","2011",744,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14650","Lake Macquarie (C)","A","Annual","2011","2011",18482,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14700","Lane Cove (A)","A","Annual","2011","2011",3626,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14750","Leeton (A)","A","Annual","2011","2011",1090,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14800","Leichhardt (A)","A","Annual","2011","2011",7925,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14850","Lismore (C)","A","Annual","2011","2011",5297,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14870","Lithgow (C)","A","Annual","2011","2011",2566,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14900","Liverpool (C)","A","Annual","2011","2011",9576,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14920","Liverpool Plains (A)","A","Annual","2011","2011",912,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","14950","Lockhart (A)","A","Annual","2011","2011",323,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15050","Maitland (C)","A","Annual","2011","2011",5755,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15150","Manly (A)","A","Annual","2011","2011",4751,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15200","Marrickville (A)","A","Annual","2011","2011",11867,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15270","Mid-Western Regional (A)","A","Annual","2011","2011",2487,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15300","Moree Plains (A)","A","Annual","2011","2011",1429,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15350","Mosman (A)","A","Annual","2011","2011",3749,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15500","Murray (A)","A","Annual","2011","2011",805,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15550","Murrumbidgee (A)","A","Annual","2011","2011",243,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15650","Muswellbrook (A)","A","Annual","2011","2011",1599,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15700","Nambucca (A)","A","Annual","2011","2011",2616,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15750","Narrabri (A)","A","Annual","2011","2011",1391,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15800","Narrandera (A)","A","Annual","2011","2011",758,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15850","Narromine (A)","A","Annual","2011","2011",741,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15900","Newcastle (C)","A","Annual","2011","2011",21141,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","15950","North Sydney (A)","A","Annual","2011","2011",12871,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16100","Oberon (A)","A","Annual","2011","2011",539,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16150","Orange (C)","A","Annual","2011","2011",4333,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16180","Palerang (A)","A","Annual","2011","2011",1010,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16200","Parkes (A)","A","Annual","2011","2011",1667,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16250","Parramatta (C)","A","Annual","2011","2011",15533,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16350","Penrith (C)","A","Annual","2011","2011",12897,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16370","Pittwater (A)","A","Annual","2011","2011",4352,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16380","Port Macquarie-Hastings (A)","A","Annual","2011","2011",8783,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16400","Port Stephens (A)","A","Annual","2011","2011",6433,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16470","Queanbeyan (C)","A","Annual","2011","2011",4302,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16550","Randwick (C)","A","Annual","2011","2011",17680,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16610","Richmond Valley (A)","A","Annual","2011","2011",2582,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16650","Rockdale (C)","A","Annual","2011","2011",9697,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16700","Ryde (C)","A","Annual","2011","2011",11511,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16900","Shellharbour (C)","A","Annual","2011","2011",5020,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","16950","Shoalhaven (C)","A","Annual","2011","2011",10828,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17000","Singleton (A)","A","Annual","2011","2011",1806,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17050","Snowy River (A)","A","Annual","2011","2011",732,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17100","Strathfield (A)","A","Annual","2011","2011",2761,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17150","Sutherland Shire (A)","A","Annual","2011","2011",18180,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17200","Sydney (C)","A","Annual","2011","2011",39582,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17310","Tamworth Regional (A)","A","Annual","2011","2011",6197,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17350","Temora (A)","A","Annual","2011","2011",751,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17400","Tenterfield (A)","A","Annual","2011","2011",921,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17420","The Hills Shire (A)","A","Annual","2011","2011",7272,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17450","Tumbarumba (A)","A","Annual","2011","2011",404,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17500","Tumut Shire (A)","A","Annual","2011","2011",1273,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17550","Tweed (A)","A","Annual","2011","2011",10837,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17620","Upper Hunter Shire (A)","A","Annual","2011","2011",1585,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17640","Upper Lachlan Shire (A)","A","Annual","2011","2011",803,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17650","Uralla (A)","A","Annual","2011","2011",557,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17700","Urana (A)","A","Annual","2011","2011",140,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17750","Wagga Wagga (C)","A","Annual","2011","2011",6531,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17800","Wakool (A)","A","Annual","2011","2011",434,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17850","Walcha (A)","A","Annual","2011","2011",360,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17900","Walgett (A)","A","Annual","2011","2011",1030,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","17950","Warren (A)","A","Annual","2011","2011",361,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18000","Warringah (A)","A","Annual","2011","2011",13394,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18020","Warrumbungle Shire (A)","A","Annual","2011","2011",1181,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18050","Waverley (A)","A","Annual","2011","2011",10354,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18100","Weddin (A)","A","Annual","2011","2011",470,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18150","Wellington (A)","A","Annual","2011","2011",958,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18200","Wentworth (A)","A","Annual","2011","2011",680,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18250","Willoughby (C)","A","Annual","2011","2011",6942,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18350","Wingecarribee (A)","A","Annual","2011","2011",4641,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18400","Wollondilly (A)","A","Annual","2011","2011",2481,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18450","Wollongong (C)","A","Annual","2011","2011",21612,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18500","Woollahra (A)","A","Annual","2011","2011",8099,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18550","Wyong (A)","A","Annual","2011","2011",16189,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18710","Yass Valley (A)","A","Annual","2011","2011",1088,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","18750","Young (A)","A","Annual","2011","2011",1399,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","19399","Unincorporated NSW","A","Annual","2011","2011",123,,
"3","Non-family households(b)","TOT","Total","1","New South Wales","LGA2011","Local Government Areas (2011)","19499","No Usual Address (NSW)","A","Annual","2011","2011",0,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20110","Alpine (S)","A","Annual","2011","2011",1533,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20260","Ararat (RC)","A","Annual","2011","2011",1415,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20570","Ballarat (C)","A","Annual","2011","2011",12051,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20660","Banyule (C)","A","Annual","2011","2011",12040,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20740","Bass Coast (S)","A","Annual","2011","2011",4114,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20830","Baw Baw (S)","A","Annual","2011","2011",4336,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","20910","Bayside (C)","A","Annual","2011","2011",8784,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21010","Benalla (RC)","A","Annual","2011","2011",1816,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21110","Boroondara (C)","A","Annual","2011","2011",16991,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21180","Brimbank (C)","A","Annual","2011","2011",12301,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21270","Buloke (S)","A","Annual","2011","2011",934,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21370","Campaspe (S)","A","Annual","2011","2011",4044,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21450","Cardinia (S)","A","Annual","2011","2011",5252,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21610","Casey (C)","A","Annual","2011","2011",14417,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21670","Central Goldfields (S)","A","Annual","2011","2011",1912,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21750","Colac-Otway (S)","A","Annual","2011","2011",2581,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21830","Corangamite (S)","A","Annual","2011","2011",1870,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","21890","Darebin (C)","A","Annual","2011","2011",18113,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","22110","East Gippsland (S)","A","Annual","2011","2011",5287,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","22170","Frankston (C)","A","Annual","2011","2011",14014,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","22250","Gannawarra (S)","A","Annual","2011","2011",1399,,
"3","Non-family households(b)","TOT","Total","2","Victoria","LGA2011","Local Government Areas (2011)","22310","Glen Eira (C)","A","Annual","2011","2011",16570,,
